facilityname,updateddate,addeddate,reportdate,coverall,surgmask,shoe_cover,face_shield,head_cover,n95mask,goggles,gloves,gown,vtm,nps,ops,weekly_reportdate,region,province,city_mun,bgy,region_psgc,province_psgc,city_mun_psgc,bgy_psgc
MAYON VOLCANO NATURAL PARK,2020-06-05 14:41:37 UTC,2020-06-05 14:41:37 UTC,2020-05-31 00:00:00 UTC,0,300,4,10,4,0,0,250,4,0,0,0,2020-05-31 00:00:00 UTC,REGION V (BICOL REGION),ALBAY,SANTO DOMINGO (LIBOG),LIDONG,PH050000000,PH050500000,PH050516000,PH050516005
TABACO TTMF,2020-06-06 08:07:43 UTC,2020-06-06 08:07:43 UTC,2020-05-31 00:00:00 UTC,0,11,11,11,11,11,1,11,11,0,0,0,2020-05-31 00:00:00 UTC,REGION V (BICOL REGION),ALBAY,CITY OF TABACO,PANAL,PH050000000,PH050500000,PH050517000,PH050517027
TIWI COMMUNITY COLLEGE,2020-06-07 09:06:15 UTC,2020-06-07 09:06:15 UTC,2020-06-07 00:00:00 UTC,10,10,0,10,10,0,10,10,10,0,0,0,2020-06-07 00:00:00 UTC,REGION V (BICOL REGION),ALBAY,TIWI,LIBTONG,PH050000000,PH050500000,PH050518000,PH050518014
LIBMANAN CENTRAL TERMINAL,2020-05-29 14:29:25 UTC,2020-05-29 14:29:25 UTC,2020-05-24 00:00:00 UTC,6,100,6,25,964,10,3,1916,2,0,0,0,2020-05-24 00:00:00 UTC,REGION V (BICOL REGION),CAMARINES SUR,LIBMANAN,BAGUMBAYAN,PH050000000,PH051700000,PH051718000,PH051718006
LIBMANAN CENTRAL TERMINAL,2020-06-05 22:00:37 UTC,2020-06-05 22:00:37 UTC,2020-05-31 00:00:00 UTC,6,100,6,25,826,0,3,1836,2,0,0,0,2020-05-31 00:00:00 UTC,REGION V (BICOL REGION),CAMARINES SUR,LIBMANAN,BAGUMBAYAN,PH050000000,PH051700000,PH051718000,PH051718006
CARAMORAN RHU OLD BLDG AND ECCD BLDG EXTENSION UNIT,2020-06-05 08:20:29 UTC,2020-06-05 08:20:29 UTC,2020-05-31 00:00:00 UTC,310,200,100,17,50,150,0,62900,0,0,2,0,2020-05-31 00:00:00 UTC,REGION V (BICOL REGION),CATANDUANES,CARAMORAN,BAYBAY (POB.),PH050000000,PH052000000,PH052004000,PH052004001
PANDAN SEASHORE PARK,2020-06-05 10:49:55 UTC,2020-06-05 10:49:55 UTC,2020-05-31 00:00:00 UTC,200,200,200,200,200,12,200,200,200,0,0,0,2020-05-31 00:00:00 UTC,REGION V (BICOL REGION),CATANDUANES,PANDAN,PANDAN DEL NORTE (POB.),PH050000000,PH052000000,PH052006000,PH052006016
BALUD MUNICIPAL COLLEGE,2020-05-30 07:56:55 UTC,2020-05-30 07:56:55 UTC,2020-05-24 00:00:00 UTC,20,25,25,20,50,50,0,50,64,0,0,0,2020-05-24 00:00:00 UTC,REGION V (BICOL REGION),MASBATE,BALUD,ILAYA,PH050000000,PH054100000,PH054103000,PH054103010
BALUD MUNICIPAL COLLEGE,2020-06-05 06:58:32 UTC,2020-06-05 06:58:32 UTC,2020-05-31 00:00:00 UTC,20,25,25,20,50,50,0,50,64,0,0,0,2020-05-31 00:00:00 UTC,REGION V (BICOL REGION),MASBATE,BALUD,ILAYA,PH050000000,PH054100000,PH054103000,PH054103010
CLAVERIA NORTH CENTRAL SCHOOL,2020-05-29 15:25:11 UTC,2020-05-29 15:25:11 UTC,2020-05-24 00:00:00 UTC,167,900,90,20,90,220,80,4000,0,0,0,0,2020-05-24 00:00:00 UTC,REGION V (BICOL REGION),MASBATE,CLAVERIA,POBLACION DISTRICT II (BGY. 2),PH050000000,PH054100000,PH054107000,PH054107008
CLAVERIA NORTH CENTRAL SCHOOL,2020-06-05 12:11:58 UTC,2020-06-05 12:11:58 UTC,2020-05-31 00:00:00 UTC,167,900,90,20,90,200,80,4000,0,0,0,0,2020-05-31 00:00:00 UTC,REGION V (BICOL REGION),MASBATE,CLAVERIA,POBLACION DISTRICT II (BGY. 2),PH050000000,PH054100000,PH054107000,PH054107008
DIMASALANG LIGTAS COVID CENTER,2020-06-05 10:04:08 UTC,2020-06-05 10:04:08 UTC,2020-05-31 00:00:00 UTC,0,0,0,0,0,0,0,0,0,0,0,0,2020-05-31 00:00:00 UTC,REGION V (BICOL REGION),MASBATE,DIMASALANG,POBLACION,PH050000000,PH054100000,PH054108000,PH054108016
EXECUTIVE HOUSE,2020-06-05 10:33:02 UTC,2020-06-05 10:33:02 UTC,2020-05-31 00:00:00 UTC,2,50,0,20,0,0,0,50,0,0,0,0,2020-05-31 00:00:00 UTC,REGION V (BICOL REGION),MASBATE,ESPERANZA,ILIGAN,PH050000000,PH054100000,PH054109000,PH054109006
PALANAS MUNICIPAL EVACUATION CENTER (ISOLATION),2020-06-05 08:15:44 UTC,2020-06-05 08:15:44 UTC,2020-05-31 00:00:00 UTC,8,0,10,10,10,8,10,6,10,0,0,0,2020-05-31 00:00:00 UTC,REGION V (BICOL REGION),MASBATE,PALANAS,NABANGIG,PH050000000,PH054100000,PH054115000,PH054115015
TAGDON ELEMENTARY SCHOOL,2020-06-06 10:57:23 UTC,2020-06-06 10:57:23 UTC,2020-05-31 00:00:00 UTC,172,11,36,34,0,0,0,8,34,0,0,0,2020-05-31 00:00:00 UTC,REGION V (BICOL REGION),SORSOGON,BARCELONA,TAGDON,PH050000000,PH056200000,PH056202000,PH056202029
SABANG BEACH RESORT,2020-06-07 05:33:59 UTC,2020-06-07 05:33:59 UTC,2020-06-07 00:00:00 UTC,0,0,250,0,250,0,10,900,48,0,0,0,2020-06-07 00:00:00 UTC,REGION V (BICOL REGION),SORSOGON,BULAN,ZONE II POB. (BGY. 2- WEST ILAWOD),PH050000000,PH056200000,PH056203000,PH056203006
BULUSAN DANCALAN BEACH RESORT,2020-05-31 21:45:31 UTC,2020-05-31 21:45:31 UTC,2020-05-31 00:00:00 UTC,0,0,0,0,0,0,0,0,0,0,0,0,2020-05-31 00:00:00 UTC,REGION V (BICOL REGION),SORSOGON,BULUSAN,DANCALAN,PH050000000,PH056200000,PH056204000,PH056204004
BICOL UNIVERSITY GUBAT CAMPUS,2020-06-06 09:25:36 UTC,2020-06-06 09:25:36 UTC,2020-05-31 00:00:00 UTC,45,9081,468,73,343,1914,0,18836,10,0,0,0,2020-05-31 00:00:00 UTC,REGION V (BICOL REGION),SORSOGON,GUBAT,BUENAVISTA,PH050000000,PH056200000,PH056208000,PH056208009
PRIETO DIAZ NATIONAL HS,2020-06-05 12:26:00 UTC,2020-06-05 12:26:00 UTC,2020-05-31 00:00:00 UTC,80,800,150,50,150,120,5,200,10,0,0,0,2020-05-31 00:00:00 UTC,REGION V (BICOL REGION),SORSOGON,PRIETO DIAZ,MANINGCAY DE ORO,PH050000000,PH056200000,PH056214000,PH056214010
OLD MUNICIPAL HALL (QUARANTINE FACILITY),2020-06-07 05:42:29 UTC,2020-06-07 05:42:29 UTC,2020-06-07 00:00:00 UTC,0,0,0,0,0,0,0,0,0,0,0,0,2020-06-07 00:00:00 UTC,REGION V (BICOL REGION),SORSOGON,SANTA MAGDALENA,BARANGAY POBLACION IV,PH050000000,PH056200000,PH056215000,PH056215006
SORSOGON DAIRY FARM HOSTEL (DFBDSMH EXTENSION),2020-06-07 10:02:32 UTC,2020-06-07 10:02:32 UTC,2020-06-07 00:00:00 UTC,13,0,10,12,15,0,7,100,10,0,0,0,2020-06-07 00:00:00 UTC,REGION V (BICOL REGION),SORSOGON,CITY OF SORSOGON (CAPITAL),CABID-AN,PH050000000,PH056200000,PH056216000,PH056216014
MAASIN CENTRAL ELEMENTARY SCHOOL,2020-05-24 18:27:49 UTC,2020-05-24 17:26:32 UTC,2020-05-24 00:00:00 UTC,1,100,0,1,100,10,1,100,1,0,0,0,2020-05-24 00:00:00 UTC,REGION VI (WESTERN VISAYAS),ILOILO,MAASIN,MARI POB. (MABINI-RIZAL),PH060000000,PH063000000,PH063029000,PH063029030
MAASIN CENTRAL ELEMENTARY SCHOOL,2020-05-31 08:51:31 UTC,2020-05-31 08:51:31 UTC,2020-05-31 00:00:00 UTC,1,100,0,10,100,10,10,100,10,0,0,0,2020-05-31 00:00:00 UTC,REGION VI (WESTERN VISAYAS),ILOILO,MAASIN,MARI POB. (MABINI-RIZAL),PH060000000,PH063000000,PH063029000,PH063029030
MINA SKILLS TRAINING CENTER (TESDA),2020-05-24 16:13:05 UTC,2020-05-24 16:13:05 UTC,2020-05-24 00:00:00 UTC,20,88,3,11,88,88,2,88,15,0,0,0,2020-05-24 00:00:00 UTC,REGION VI (WESTERN VISAYAS),ILOILO,MINA,MINA WEST (POB.),PH060000000,PH063000000,PH063031000,PH063031013
MINA SKILLS TRAINING CENTER (TESDA),2020-05-31 09:19:03 UTC,2020-05-31 09:19:03 UTC,2020-05-31 00:00:00 UTC,16,32,114,17,92,88,2,60,15,93,0,93,2020-05-31 00:00:00 UTC,REGION VI (WESTERN VISAYAS),ILOILO,MINA,MINA WEST (POB.),PH060000000,PH063000000,PH063031000,PH063031013
MINA SKILLS TRAINING CENTER (TESDA),2020-06-07 11:31:19 UTC,2020-06-07 11:31:19 UTC,2020-06-07 00:00:00 UTC,14,5,93,10,71,85,2,48,15,89,0,89,2020-06-07 00:00:00 UTC,REGION VI (WESTERN VISAYAS),ILOILO,MINA,MINA WEST (POB.),PH060000000,PH063000000,PH063031000,PH063031013
PASSI 1 CENTRAL SCHOOL,2020-05-30 07:21:45 UTC,2020-05-30 07:21:45 UTC,2020-05-24 00:00:00 UTC,2,2,2,2,2,1,2,2,2,0,0,0,2020-05-24 00:00:00 UTC,REGION VI (WESTERN VISAYAS),ILOILO,CITY OF PASSI,POBLACION ILAWOD,PH060000000,PH063000000,PH063035000,PH063035039
PASSI 1 CENTRAL SCHOOL,2020-06-06 07:33:13 UTC,2020-06-06 07:33:13 UTC,2020-05-31 00:00:00 UTC,2,2,2,2,2,2,2,2,2,0,0,0,2020-05-31 00:00:00 UTC,REGION VI (WESTERN VISAYAS),ILOILO,CITY OF PASSI,POBLACION ILAWOD,PH060000000,PH063000000,PH063035000,PH063035039
BALILIHAN MUNICIPAL QUARANTINE FACILITY,2020-06-07 11:13:45 UTC,2020-06-07 11:13:45 UTC,2020-06-07 00:00:00 UTC,37,1350,46,20,50,0,13,600,0,0,0,0,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,BALILIHAN,CABAD,PH070000000,PH071200000,PH071206000,PH071206007
DEL ROSARIO BARANGAY ISOLATION UNIT,2020-06-07 13:49:44 UTC,2020-06-07 13:49:44 UTC,2020-06-07 00:00:00 UTC,0,50,0,0,0,0,0,100,0,0,0,0,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,BALILIHAN,DEL ROSARIO,PH070000000,PH071200000,PH071206000,PH071206018
SAN ROQUE BARANGAY ISOLATION UNIT,2020-06-07 12:29:34 UTC,2020-06-07 12:29:34 UTC,2020-06-07 00:00:00 UTC,0,40,0,0,0,0,0,60,0,0,0,0,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,BALILIHAN,SAN ROQUE,PH070000000,PH071200000,PH071206000,PH071206029
CANDIJAY CULTURAL CENTER,2020-06-07 08:22:50 UTC,2020-06-07 08:22:50 UTC,2020-06-07 00:00:00 UTC,15,100,20,20,200,10,20,200,10,0,0,0,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,CANDIJAY,POBLACION,PH070000000,PH071200000,PH071211000,PH071211016
CLARIN CULTURAL CENTER  ISOLATION FACILITY,2020-06-07 18:44:57 UTC,2020-06-07 18:44:57 UTC,2020-06-07 00:00:00 UTC,98,8500,10,40,0,0,20,3300,45,0,0,0,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,CLARIN,POBLACION NORTE,PH070000000,PH071200000,PH071214000,PH071214019
MARIA ROSARIO BARANGAY ISOLATION UNIT,2020-06-07 11:28:37 UTC,2020-06-07 11:28:37 UTC,2020-06-07 00:00:00 UTC,0,0,0,0,0,0,0,0,0,0,0,0,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,INABANGA,MARIA ROSARIO,PH070000000,PH071200000,PH071224000,PH071224038
U-OG BARANGAY ISOLATION UNIT,2020-06-07 11:26:44 UTC,2020-06-07 11:26:44 UTC,2020-06-07 00:00:00 UTC,0,0,0,0,0,0,0,0,0,0,0,0,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,INABANGA,U-OG,PH070000000,PH071200000,PH071224000,PH071224052
UBUJAN BARANGAY ISOLATION UNIT,2020-06-07 11:24:50 UTC,2020-06-07 11:24:50 UTC,2020-06-07 00:00:00 UTC,0,0,0,0,0,0,0,0,0,0,0,0,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,INABANGA,UBUJAN,PH070000000,PH071200000,PH071224000,PH071224053
SAN ROQUE ELEMENTARY SCHOOL,2020-06-07 21:46:08 UTC,2020-06-07 21:46:08 UTC,2020-06-07 00:00:00 UTC,0,0,0,0,0,0,0,0,0,0,0,0,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,MABINI,SAN ROQUE (CABULAO),PH070000000,PH071200000,PH071231000,PH071231020
CABU BEACH,2020-06-07 10:50:14 UTC,2020-06-07 10:50:14 UTC,2020-06-07 00:00:00 UTC,4,28,4,2,4,4,2,200,2,0,0,0,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,TUBIGON,CABULIHAN,PH070000000,PH071200000,PH071245000,PH071245008
TUBIGON EAST HIGH SCHOOL,2020-06-07 10:53:16 UTC,2020-06-07 10:53:16 UTC,2020-06-07 00:00:00 UTC,4,28,4,2,4,4,2,200,2,0,0,0,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,TUBIGON,ILIHAN NORTE,PH070000000,PH071200000,PH071245000,PH071245014
TUBIGON EAST CENTRAL ELEMENTARY SCHOOL,2020-06-07 10:47:33 UTC,2020-06-07 10:47:33 UTC,2020-06-07 00:00:00 UTC,4,28,4,2,4,4,2,200,2,0,0,0,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,TUBIGON,MACAAS,PH070000000,PH071200000,PH071245000,PH071245017
TUBIGON WEST CENTRAL ELEMENTARY SCHOOL,2020-06-07 10:45:05 UTC,2020-06-07 10:45:05 UTC,2020-06-07 00:00:00 UTC,4,28,4,2,4,4,2,200,2,0,0,0,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),BOHOL,TUBIGON,POOC ORIENTAL (POB.),PH070000000,PH071200000,PH071245000,PH071245027
ALCOY RURAL HEALTH UNIT,2020-06-05 16:17:30 UTC,2020-06-05 16:17:30 UTC,2020-05-31 00:00:00 UTC,16,250,600,22,200,5,11,2300,0,8,8,8,2020-05-31 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,ALCOY,POBLACION,PH070000000,PH072200000,PH072202000,PH072202006
ALAWIJAO ISOLATION UNIT (DAY CARE CENTER),2020-06-05 08:37:26 UTC,2020-06-05 08:37:26 UTC,2020-05-31 00:00:00 UTC,0,0,0,0,0,0,0,0,0,0,0,0,2020-05-31 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,BADIAN,ALAWIJAO,PH070000000,PH072200000,PH072207000,PH072207001
BASAK ISOLATION UNIT (DAY CARE CENTER AND NURSERY),2020-06-05 08:13:02 UTC,2020-06-05 08:13:02 UTC,2020-05-31 00:00:00 UTC,0,0,0,0,0,0,0,0,0,0,0,0,2020-05-31 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,BADIAN,BASAK,PH070000000,PH072200000,PH072207000,PH072207004
MANDUYONG ISOLATION UNIT (DAY CARE CENTER),2020-06-05 07:22:43 UTC,2020-06-05 07:22:43 UTC,2020-05-31 00:00:00 UTC,0,0,0,0,0,0,0,0,0,0,0,0,2020-05-31 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,BADIAN,MANDUYONG,PH070000000,PH072200000,PH072207000,PH072207017
BADIAN ILI CENTER (SENIOR CITIZEN BLDG AND RHU2),2020-06-05 08:46:16 UTC,2020-06-05 08:46:16 UTC,2020-05-31 00:00:00 UTC,28,48,18,18,18,18,18,58,18,42,42,42,2020-05-31 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,BADIAN,POBLACION,PH070000000,PH072200000,PH072207000,PH072207020
ZARAGOSA ISOLATION UNIT (DAY CARE CENTER),2020-06-05 08:08:51 UTC,2020-06-05 08:08:51 UTC,2020-05-31 00:00:00 UTC,0,0,0,0,0,0,0,0,0,0,0,0,2020-05-31 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,BADIAN,ZARAGOSA,PH070000000,PH072200000,PH072207000,PH072207030
DEPARTMENT OF HEALTH CENTRAL VISAYAS CENTER FOR HEALTH DEVELOPMENT COVID-19 CENTER,2020-06-07 13:14:13 UTC,2020-06-07 13:14:13 UTC,2020-06-07 00:00:00 UTC,31,150,17,14,163,0,50,400,26,0,0,0,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,CEBU CITY (CAPITAL),LOREGA (LOREGA SAN MIGUEL),PH070000000,PH072200000,PH072217000,PH072217042
CONSOLACION ISOLATION UNIT (CCC),2020-05-31 16:20:09 UTC,2020-05-31 16:20:09 UTC,2020-05-31 00:00:00 UTC,0,0,0,0,0,0,0,0,0,0,0,0,2020-05-31 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,CONSOLACION,PITOGO,PH070000000,PH072200000,PH072219000,PH072219012
MANDAUE CITY ISOLATION UNIT,2020-06-07 08:18:49 UTC,2020-06-07 08:18:49 UTC,2020-06-07 00:00:00 UTC,466,10900,16,338,700,200,48,9000,16,0,0,0,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),CEBU,MANDAUE CITY,CENTRO (POB.),PH070000000,PH072200000,PH072230000,PH072230010
SAN JOSE CENTRAL ELEMENTARY SCHOOL,2020-06-07 11:51:11 UTC,2020-06-07 11:51:11 UTC,2020-06-07 00:00:00 UTC,8,0,8,10,10,0,0,0,0,0,3,3,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,SAN JOSE,POBLACION,PH070000000,PH074600000,PH074617000,PH074617009
SAN JOSE CULTURAL CENTER,2020-06-07 12:00:45 UTC,2020-06-07 12:00:45 UTC,2020-06-07 00:00:00 UTC,6,0,0,6,0,0,0,0,0,0,3,3,2020-06-07 00:00:00 UTC,REGION VII (CENTRAL VISAYAS),NEGROS ORIENTAL,SAN JOSE,POBLACION,PH070000000,PH074600000,PH074617000,PH074617009
GUIUAN LIGTAS COVID CENTER,2020-06-05 14:09:32 UTC,2020-06-05 14:09:32 UTC,2020-05-31 00:00:00 UTC,18,243,22,45,121,0,0,200,3,0,0,0,2020-05-31 00:00:00 UTC,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,GUIUAN,POBLACION WARD 8,PH080000000,PH082600000,PH082609000,PH082609042
MAYDOLONG COVID19 ISOLATION FACILITY,2020-06-05 11:09:11 UTC,2020-06-05 11:09:11 UTC,2020-05-31 00:00:00 UTC,110,7474,103,111,175,429,100,100,80,0,0,0,2020-05-31 00:00:00 UTC,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,MAYDOLONG,BARANGAY POBLACION 2,PH080000000,PH082600000,PH082615000,PH082615014
"COVID-19 ISOLATION 1 BABATNGON, LEYTE",2020-06-05 17:30:58 UTC,2020-06-05 15:02:46 UTC,2020-05-31 00:00:00 UTC,2,174,35,27,7,0,22,14,58,11,11,0,2020-05-31 00:00:00 UTC,REGION VIII (EASTERN VISAYAS),LEYTE,BABATNGON,POBLACION DISTRICT III,PH080000000,PH083700000,PH083705000,PH083705009
BURAUEN MUNICIPAL ISOLATION UNIT,2020-05-29 18:37:26 UTC,2020-05-29 18:37:26 UTC,2020-05-24 00:00:00 UTC,11,10579,2166,116,4356,170,33,700,156,17,17,17,2020-05-24 00:00:00 UTC,REGION VIII (EASTERN VISAYAS),LEYTE,BURAUEN,POBLACION DISTRICT VII,PH080000000,PH083700000,PH083710000,PH083710024
DULAG LGU LIGTAS COVID-19 CENTER,2020-06-05 09:27:21 UTC,2020-06-05 09:27:21 UTC,2020-05-31 00:00:00 UTC,3,70,15,8,8,8,8,40,8,3,3,3,2020-05-31 00:00:00 UTC,REGION VIII (EASTERN VISAYAS),LEYTE,DULAG,COMBIS (POB.),PH080000000,PH083700000,PH083718000,PH083718027
HILONGOS ISOLATION FACILITY,2020-06-05 08:48:56 UTC,2020-06-05 08:48:56 UTC,2020-05-31 00:00:00 UTC,209,3250,58,206,72,0,83,9200,17,60,11,11,2020-05-31 00:00:00 UTC,REGION VIII (EASTERN VISAYAS),LEYTE,HILONGOS,WESTERN BARANGAY (POB.),PH080000000,PH083700000,PH083719000,PH083719030
HINDANG MUNICIPAL ISOLATION UNIT,2020-06-05 09:25:07 UTC,2020-06-05 09:25:07 UTC,2020-05-31 00:00:00 UTC,0,0,0,0,0,0,0,0,0,5,0,0,2020-05-31 00:00:00 UTC,REGION VIII (EASTERN VISAYAS),LEYTE,HINDANG,POBLACION 2,PH080000000,PH083700000,PH083720000,PH083720018
JARO TTMF,2020-06-05 09:19:32 UTC,2020-06-05 09:19:32 UTC,2020-05-31 00:00:00 UTC,15,200,10,10,10,5,6,200,20,13,131,13,2020-05-31 00:00:00 UTC,REGION VIII (EASTERN VISAYAS),LEYTE,JARO,DISTRICT IV (POB.),PH080000000,PH083700000,PH083723000,PH083723030
JAVIER ISOLATION AND TREATMENT FACILITY FOR COVID-19,2020-06-05 09:34:00 UTC,2020-06-05 09:34:00 UTC,2020-05-31 00:00:00 UTC,0,250,8,10,5,0,8,250,5,0,8,0,2020-05-31 00:00:00 UTC,REGION VIII (EASTERN VISAYAS),LEYTE,JAVIER (BUGHO),CALZADA,PH080000000,PH083700000,PH083724000,PH083724005
MACARTHUR ISOLATION FACILITY,2020-06-05 10:06:29 UTC,2020-06-05 10:06:29 UTC,2020-05-31 00:00:00 UTC,0,100,12,12,12,0,12,100,12,7,4,7,2020-05-31 00:00:00 UTC,REGION VIII (EASTERN VISAYAS),LEYTE,MACARTHUR,POBLACION DISTRICT 1,PH080000000,PH083700000,PH083730000,PH083730017
MACARTHUR MUNICIPAL GYMNASIUM QUARANTINE FACILITY,2020-06-05 10:04:13 UTC,2020-06-05 10:04:13 UTC,2020-05-31 00:00:00 UTC,0,100,12,12,12,0,12,100,12,6,4,6,2020-05-31 00:00:00 UTC,REGION VIII (EASTERN VISAYAS),LEYTE,MACARTHUR,POBLACION DISTRICT 1,PH080000000,PH083700000,PH083730000,PH083730017
MAHAPLAG INLAND RESORT & DEVELOPMENT CENTER,2020-06-05 12:02:03 UTC,2020-06-05 12:02:03 UTC,2020-05-31 00:00:00 UTC,10,200,40,30,20,0,20,100,15,0,10,0,2020-05-31 00:00:00 UTC,REGION VIII (EASTERN VISAYAS),LEYTE,MAHAPLAG,MALINAO,PH080000000,PH083700000,PH083731000,PH083731012
MATALOM LIGTAS COVID-19 CENTER,2020-06-05 08:09:16 UTC,2020-06-05 08:09:16 UTC,2020-05-31 00:00:00 UTC,0,220,4,27,28,0,27,100,30,2,23,23,2020-05-31 00:00:00 UTC,REGION VIII (EASTERN VISAYAS),LEYTE,MATALOM,CARIDAD NORTE,PH080000000,PH083700000,PH083734000,PH083734007
MAYORGA MUNICIPAL ISOLATION FACILITY,2020-06-05 08:30:58 UTC,2020-06-05 08:30:58 UTC,2020-05-31 00:00:00 UTC,100,480,75,75,75,0,75,0,75,3,3,3,2020-05-31 00:00:00 UTC,REGION VIII (EASTERN VISAYAS),LEYTE,MAYORGA,POBLACION ZONE 3,PH080000000,PH083700000,PH083735000,PH083735011
MAYORGA MUNICIPAL ISOLATION FACILITY,2020-06-07 11:34:15 UTC,2020-06-07 11:34:15 UTC,2020-06-07 00:00:00 UTC,72,750,100,70,100,0,78,0,30,3,3,3,2020-06-07 00:00:00 UTC,REGION VIII (EASTERN VISAYAS),LEYTE,MAYORGA,POBLACION ZONE 3,PH080000000,PH083700000,PH083735000,PH083735011
RHU MAYORGA COVID-19 ISOLATION FACILITY,2020-06-07 11:37:21 UTC,2020-06-07 11:37:21 UTC,2020-06-07 00:00:00 UTC,72,750,100,70,100,0,78,0,30,3,3,3,2020-06-07 00:00:00 UTC,REGION VIII (EASTERN VISAYAS),LEYTE,MAYORGA,POBLACION ZONE 3,PH080000000,PH083700000,PH083735000,PH083735011
PRO 8 LIGTAS COVID CENTER,2020-06-06 17:49:15 UTC,2020-06-06 17:49:15 UTC,2020-05-31 00:00:00 UTC,0,0,0,0,0,0,0,0,0,0,0,0,2020-05-31 00:00:00 UTC,REGION VIII (EASTERN VISAYAS),LEYTE,PALO,CAMPETIK,PH080000000,PH083700000,PH083739000,PH083739008
PALO MUNICIPAL CARE CENTER,2020-06-05 12:25:55 UTC,2020-06-05 12:25:55 UTC,2020-05-31 00:00:00 UTC,0,102,17,32,122,0,29,100,32,0,0,0,2020-05-31 00:00:00 UTC,REGION VIII (EASTERN VISAYAS),LEYTE,PALO,CANDAHUG,PH080000000,PH083700000,PH083739000,PH083739009
PASTRANA COMMUNITY ISOLATION FACILITY,2020-05-29 09:58:45 UTC,2020-05-29 09:58:45 UTC,2020-05-24 00:00:00 UTC,17,350,35,55,5,0,30,698,35,6,6,0,2020-05-24 00:00:00 UTC,REGION VIII (EASTERN VISAYAS),LEYTE,PASTRANA,DISTRICT 4 (POB.),PH080000000,PH083700000,PH083741000,PH083741025
PASTRANA COMMUNITY ISOLATION FACILITY,2020-06-05 09:50:27 UTC,2020-06-05 09:50:27 UTC,2020-05-31 00:00:00 UTC,17,350,35,55,35,0,30,698,35,6,6,0,2020-05-31 00:00:00 UTC,REGION VIII (EASTERN VISAYAS),LEYTE,PASTRANA,DISTRICT 4 (POB.),PH080000000,PH083700000,PH083741000,PH083741025
SAN ISIDRO CENTRAL MUNICIPAL ISOLATION UNIT,2020-06-05 09:18:27 UTC,2020-06-05 09:18:27 UTC,2020-05-31 00:00:00 UTC,0,200,0,50,0,3,1,11200,5,2,2,2,2020-05-31 00:00:00 UTC,REGION VIII (EASTERN VISAYAS),LEYTE,SAN ISIDRO,CAPIÑAHAN (POB.),PH080000000,PH083700000,PH083742000,PH083742009
STA.FE COMMUNITY ISOLATION FACILITY,2020-06-06 06:30:10 UTC,2020-06-06 06:30:10 UTC,2020-05-31 00:00:00 UTC,100,5000,100,100,100,100,100,1000,50,15,15,0,2020-05-31 00:00:00 UTC,REGION VIII (EASTERN VISAYAS),LEYTE,SANTA FE,ZONE 2 (POB.),PH080000000,PH083700000,PH083744000,PH083744010
TANAUAN MUNICIPAL QUARANTINE CENTER - ANNEX B,2020-06-05 07:50:36 UTC,2020-06-05 07:50:36 UTC,2020-05-31 00:00:00 UTC,20,20,15,4,16,50,11,30,15,0,0,0,2020-05-31 00:00:00 UTC,REGION VIII (EASTERN VISAYAS),LEYTE,TANAUAN,BUNTAY (POB.),PH080000000,PH083700000,PH083748000,PH083748040
TANAUAN MUNICIPAL QUARANTINE CENTER - ANNEX A,2020-06-05 11:24:39 UTC,2020-06-05 11:24:39 UTC,2020-05-31 00:00:00 UTC,30,16,19,7,24,20,20,16,24,0,0,0,2020-05-31 00:00:00 UTC,REGION VIII (EASTERN VISAYAS),LEYTE,TANAUAN,CANRAMOS (POB.),PH080000000,PH083700000,PH083748000,PH083748041
